accession_numbers,Substrate_ACC,Gene Names,Substrate_GN
NP_073605,Q96T37,RBM15 OTT OTT1,RBM15
NP_009185,Q96T60,PNKP,PNKP
NP_073744,Q96TA1,NIBAN2 C9orf88 FAM129B,NIBAN2
NP_034578,Q99020,Hnrnpab Cbf-a Cgbfa Hnrpab,Hnrnpab
NP_002790,Q99436,PSMB7 Z,PSMB7
NP_003253,Q99442,SEC62 TLOC1,SEC62
NP_002798,Q99460,PSMD1,PSMD1
NP_009193,Q99497,PARK7,PARK7
NP_003538,Q99525,H4C7 H4/L H4FL HIST1H4G,H4C7
NP_002523,Q99567,NUP88,NUP88
NP_055417,Q99570,PIK3R4 VPS15,PIK3R4
NP_005990,Q99598,TSNAX TRAX,TSNAX
NP_001291,Q99612,KLF6 BCD1 COPEB CPBP ST12,KLF6
NP_003305,Q99614,TTC1 TPR1,TTC1
NP_003306,Q99615,DNAJC7 TPR2 TTC2,DNAJC7
NP_612434,Q99622,C12orf57 C10,C12orf57
NP_001138303,Q99623,PHB2 BAP REA,PHB2
NP_004575,Q99638,RAD9A,RAD9A
NP_000245,Q99707,MTR,MTR
NP_004484,Q99714,HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2,HSD17B10
NP_004490,Q99729,HNRNPAB ABBP1 HNRPAB,HNRNPAB
NP_003817,Q99747,NAPG SNAPG,NAPG
NP_001089,Q99798,ACO2,ACO2
NP_003906,Q99829,CPNE1 CPN1,CPNE1
NP_006420,Q99832,CCT7 CCTH NIP7-1,CCT7
NP_003511,Q99877,H2BC15 H2BFD HIST1H2BN,H2BC15
NP_066544,Q99878,H2AC14 H2AFE HIST1H2AJ,H2AC14
NP_003512,Q99879,H2BC14 H2BFE HIST1H2BM,H2BC14
NP_003510,Q99880,H2BC13 H2BFC HIST1H2BL,H2BC13
NP_003375,Q99986,VRK1,VRK1
NP_663560,Q99J36,Thumpd1,Thumpd1
NP_075720,Q99JB2,Stoml2 Slp2,Stoml2
NP_032558,Q99JW5,Epcam Tacstd1,Epcam
NP_663533,Q99JY0,Hadhb,Hadhb
NP_076224,Q99JY9,Actr3 Arp3,Actr3
NP_001239447,Q99K48,Nono,Nono
NP_803155,Q99K85,Psat1 Psa Psat,Psat1
NP_079818,Q99K95,Rtf2 Rtfdc1,Rtf2
NP_663469,Q99KE1,Me2,Me2
NP_542364,Q99KI0,Aco2,Aco2
NP_034038,Q99KK2,Cmas,Cmas
NP_598845,Q99KR7,Ppif,Ppif
NP_080420,Q99KU1,Dhdds,Dhdds
NP_084516,Q99L02,Pagr1a Pa1 Pagr,Pagr1a
NP_080306,Q99L45,Eif2s2,Eif2s2
NP_598487,Q99L47,St13 Fam10a1 Hip,St13
NP_058046,Q99L90,Mcrs1 Msp58,Mcrs1
NP_663590,Q99LC5,Etfa,Etfa
NP_001177378,Q99LD8,Ddah2,Ddah2
NP_663397,Q99LF4,Rtcb D10Wsu52e,Rtcb
NP_077220,Q99LG0,Usp16,Usp16
NP_663504,Q99LI7,Cstf3,Cstf3
NP_077798,Q99LP6,Grpel1,Grpel1
NP_077746,Q99LT0,Dpy30,Dpy30
NP_001073596,Q99M28,Rnps1,Rnps1
NP_032500,Q99M73,Krt84 Krt2-16 Krthb4,Krt84
NP_081276,Q99ME9,Gtpbp4 Crfg Nog1,Gtpbp4
NP_080111,Q99MN9,Pccb,Pccb
NP_113582,Q99MR6,Srrt Ars2 Asr2,Srrt
NP_076133,Q99MR8,Mccc1 Mcca,Mccc1
NP_536712,Q99MR9,Ppp1r3a Pp1g,Ppp1r3a
NP_001139768,Q99MU3,Adar,Adar
NP_619620,Q99MY8,Ash1l,Ash1l
NP_542142,Q99NB1,Acss1 Acas2 Acas2l,Acss1
NP_077243,Q99PL5,Rrbp1,Rrbp1
NP_598557,Q99PT1,Arhgdia C87222 Gdi1,Arhgdia
NP_619600,Q99PV0,Prpf8 Prp8,Prpf8
NP_003625,Q9BPW8,NIPSNAP1,NIPSNAP1
NP_113680,Q9BQ04,RBM4B RBM30,RBM4B
NP_076943,Q9BQ61,TRIR C19orf43,TRIR
NP_054786,Q9BQ69,MACROD1 LRP16,MACROD1
NP_116093,Q9BQE3,TUBA1C TUBA6,TUBA1C
NP_001099008,Q9BQG0,MYBBP1A P160,MYBBP1A
NP_116120,Q9BRA2,TXNDC17 TXNL5,TXNDC17
NP_612157,Q9BRQ0,PYGO2 PP7910,PYGO2
NP_112496,Q9BSH5,HDHD3 C9orf158,HDHD3
NP_116068,Q9BSK1,ZNF577,ZNF577
NP_116082,Q9BSU3,NAA11 ARD1B ARD2,NAA11
NP_057712,Q9BTA9,WAC KIAA1844,WAC
NP_149072,Q9BTC0,DIDO1 C20orf158 DATF1 KIAA0333,DIDO1
NP_078792,Q9BTK6,PAGR1 C16orf53 PA1,PAGR1
NP_808760,Q9BTM1,H2AJ H2AFJ,H2AJ
NP_899064,Q9BUH6,PAXX C9orf142 XLS,PAXX
NP_008971,Q9BUJ2,HNRNPUL1 E1BAP5 HNRPUL1,HNRNPUL1
NP_665858,Q9BUL8,PDCD10 CCM3 TFAR15,PDCD10
NP_077011,Q9BUY5,ZNF426,ZNF426
NP_060739,Q9BV57,ADI1 MTCBP1 HMFT1638,ADI1
NP_821080,Q9BVA1,TUBB2B,TUBB2B
NP_057520,Q9BVI0,PHF20 C20orf104 GLEA2 HCA58 NZF TZP,PHF20
NP_055181,Q9BVP2,GNL3 E2IG3 NS,GNL3
NP_076427,Q9BW04,SARG C1orf116,SARG
NP_057224,Q9BW30,TPPP3 CGI-38,TPPP3
NP_076952,Q9BW91,NUDT9 NUDT10 PSEC0099 UNQ3012/PRO9771,NUDT9
NP_005882,Q9BWD1,ACAT2 ACTL,ACAT2
NP_001093165,Q9BWE0,REPIN1 RIP60 ZNF464,REPIN1
NP_002887,Q9BWF3,RBM4 RBM4A,RBM4
NP_073613,Q9BXB4,OSBPL11 ORP11 OSBP12,OSBPL11
NP_056992,Q9BXP5,SRRT ARS2 ASR2,SRRT
NP_057491,Q9BY42,RTF2 C20orf43 RTFDC1 AD-007 CDA05 HSPC164 HSPC169,RTF2
NP_115687,Q9BY77,POLDIP3 KIAA1649 PDIP46,POLDIP3
NP_065777,Q9BYT8,NLN AGTBP KIAA1226,NLN
NP_075447,Q9BZ95,NSD3 WHSC1L1 DC28,NSD3
NP_036473,Q9BZE4,GTPBP4 CRFG NOG1,GTPBP4
NP_065892,Q9BZF1,OSBPL8 KIAA1451 ORP8 OSBP10,OSBPL8
NP_150366,Q9BZI1,IRX2 IRXA2,IRX2
NP_078941,Q9BZK7,TBL1XR1 IRA1 TBLR1,TBL1XR1
NP_006586,Q9BZZ5,API5 MIG8,API5
NP_115963,Q9C005,DPY30,DPY30
NP_056086,Q9C040,TRIM2 KIAA0517 RNF86,TRIM2
NP_060212,Q9C0B9,ZCCHC2 C18orf49 KIAA1744,ZCCHC2
NP_219494,Q9C0C6,CIPC KIAA1737,CIPC
NP_001361,Q9C0G6,DNAH6 DNAHC6 DNHL1 HL2 KIAA1697,DNAH6
NP_001035536,Q9C0I1,MTMR12 KIAA1682 PIP3AP,MTMR12
NP_060853,Q9C0J8,WDR33 WDC146,WDR33
NP_001002239,Q9CPR4,Rpl17,Rpl17
NP_079650,Q9CPU0,Glo1,Glo1
NP_079790,Q9CPV2,Anapc16 D10Ertd641e,Anapc16
NP_742116,Q9CQ19,Myl9 Myrl2,Myl9
NP_079819,Q9CQ21,Mcts2,Mcts2
NP_080158,Q9CQ36,Pole4,Pole4
NP_079672,Q9CQ60,Pgls,Pgls
NP_080448,Q9CQ62,Decr1,Decr1
NP_080395,Q9CQA5,Med4 Vdrip,Med4
NP_080163,Q9CQD1,Rab5a nnyRab5a,Rab5a
NP_080804,Q9CQE8,RTRAF,RTRAF
NP_080899,Q9CQF3,Nudt21 Cpsf5,Nudt21
NP_081729,Q9CQH7,Btf3l4,Btf3l4
NP_082347,Q9CQI6,Cotl1 Clp,Cotl1
NP_080784,Q9CQN1,Trap1 Hsp75,Trap1
NP_061223,Q9CQV8,Ywhab,Ywhab
NP_080339,Q9CQY6,Uqcc2 Mnf1,Uqcc2
NP_080276,Q9CR00,Psmd9,Psmd9
NP_080846,Q9CR11,Yeats4 Gas41,Yeats4
NP_082453,Q9CR21,Ndufab1,Ndufab1
NP_080594,Q9CR41,Hypk,Hypk
NP_077135,Q9CR51,Atp6v1g1 Atp6g1,Atp6v1g1
NP_080250,Q9CR57,Rpl14,Rpl14
NP_080097,Q9CR86,Carhsp1,Carhsp1
NP_079867,Q9CR98,Fam136a,Fam136a
NP_080907,Q9CRB2,Nhp2 Nola2,Nhp2
NP_080757,Q9CRB6,Tppp3,Tppp3
NP_082591,Q9CSH3,Dis3 Kiaa1008 Rrp44,Dis3
NP_079783,Q9CSN1,Snw1 Skiip,Snw1
NP_081710,Q9CSU0,Rprd1b Crept,Rprd1b
NP_062684,Q9CU62,Smc1a Sb1.8 Smc1 Smc1l1 Smcb,Smc1a
NP_083774,Q9CU65,Zmym2 Zfp198 Znf198,Zmym2
NP_031816,Q9CW03,Smc3 Bam Bmh Cspg6 Mmip1 Smc3l1 Smcd,Smc3
NP_076205,Q9CWF2,Tubb2b,Tubb2b
NP_001157081,Q9CWH6,Psma8 Psma7l,Psma8
NP_081629,Q9CWK3,Cd2bp2,Cd2bp2
NP_082293,Q9CWZ7,Napg Snapg,Napg
NP_080821,Q9CX56,Psmd8,Psmd8
NP_084148,Q9CX86,Hnrnpa0 Hnrpa0,Hnrnpa0
NP_033916,Q9CXW3,Cacybp Sip,Cacybp
NP_080195,Q9CXW4,Rpl11,Rpl11
NP_080650,Q9CXY6,Ilf2 Nf45,Ilf2
NP_598879,Q9CY27,Tecr Gpsn2,Tecr
NP_080090,Q9CY58,Serbp1 Pairbp1,Serbp1
NP_082628,Q9CYR6,Pgm3 Agm1 Pgm-3,Pgm3
NP_080332,Q9CYT6,Cap2,Cap2
NP_080218,Q9CZ30,Ola1 Gtpbp9,Ola1
NP_851009,Q9CZD3,Gars1 Gars,Gars1
NP_082557,Q9CZL5,Pcbd2 Dcoh2 Dcohm,Pcbd2
NP_079862,Q9CZM2,Rpl15,Rpl15
NP_082506,Q9CZN7,Shmt2,Shmt2
NP_082427,Q9CZU3,Mtrex Skiv2l2,Mtrex
NP_080720,Q9CZU6,Cs,Cs
NP_613065,Q9CZW5,Tomm70 D16Wsu109e Tomm70a,Tomm70
NP_075622,Q9CZX8,Rps19,Rps19
NP_031881,Q9D030,Twist2 Dermo1,Twist2
NP_077183,Q9D051,Pdhb,Pdhb
NP_083088,Q9D0D5,Gtf2e1,Gtf2e1
NP_084080,Q9D0E1,Hnrnpm Hnrpm,Hnrnpm
NP_081264,Q9D0J8,Ptms,Ptms
NP_079843,Q9D0M3,Cyc1,Cyc1
NP_149065,Q9D0R2,Tars1 Tars,Tars1
NP_080797,Q9D115,Znf706 Zfp706,Znf706
NP_082203,Q9D168,Ints12 Phf22,Ints12
NP_613067,Q9D172,Gatd3 D10Jhu81e Gatd3a,Gatd3
NP_079670,Q9D173,Tomm7,Tomm7
NP_075638,Q9D1A2,Cndp2 Cn2,Cndp2
NP_082902,Q9D1I5,Mcee,Mcee
NP_079640,Q9D1J3,Sarnp Hcc1,Sarnp
NP_079656,Q9D1M4,Eef1e1,Eef1e1
NP_001005859,Q9D1R9,Rpl34,Rpl34
NP_084501,Q9D2G2,Dlst,Dlst
NP_084358,Q9D2U9,H2bu2 Hist3h2ba,H2bu2
NP_081806,Q9D394,Rufy3 D5Bwg0860e Ripx,Rufy3
NP_079589,Q9D3D9,Atp5f1d Atp5d,Atp5f1d
NP_083208,Q9D4C5,Eaf1,Eaf1
NP_083203,Q9D4D4,Tktl2,Tktl2
NP_083678,Q9D4H8,Cul2,Cul2
NP_083397,Q9D593,Atp6v1e2 Atp6e1,Atp6v1e2
NP_001159861,Q9D658,Ptp4a3 Prl3,Ptp4a3
NP_083000,Q9D684,Rin2,Rin2
NP_080334,Q9D6J1,Cers4 Lass4 Trh1,Cers4
NP_081692,Q9D6P8,Calml3,Calml3
NP_082279,Q9D706,Rpap3 D15Ertd682e,Rpap3
NP_080692,Q9D708,S100a16,S100a16
NP_081036,Q9D735,Trir,Trir
NP_079795,Q9D7F7,Chmp4c,Chmp4c
NP_083885,Q9D7I5,Lhpp,Lhpp
NP_001074554,Q9D818,Sapcd2,Sapcd2
NP_080714,Q9D819,Ppa1 Pp Pyp,Ppa1
NP_080190,Q9D864,Actr6,Actr6
NP_083638,Q9D8B3,Chmp4b,Chmp4b
NP_077174,Q9D8E6,Rpl4,Rpl4
NP_080283,Q9D8N0,Eef1g,Eef1g
NP_083653,Q9D8N6,Lin37,Lin37
NP_079721,Q9D8S3,Arfgap3,Arfgap3
NP_080170,Q9D8W5,Psmd12,Psmd12
NP_079730,Q9D8Y8,Ing5,Ing5
NP_080237,Q9D964,Gatm,Gatm
NP_083615,Q9DA08,Sgf29 Ccdc101,Sgf29
NP_079772,Q9DA64,Cdrt4,Cdrt4
NP_083102,Q9DA97,Septin14 Sept14,Septin14
NP_081306,Q9DAR7,Dcps Dcs1 Hint5,Dcps
NP_082755,Q9DAT2,Mrgbp,Mrgbp
NP_082320,Q9DAW9,Cnn3,Cnn3
NP_081480,Q9DB15,Mrpl12 Rpml12,Mrpl12
NP_613063,Q9DB20,Atp5po Atp5o D12Wsu28e,Atp5po
NP_081178,Q9DB27,Mcts1,Mcts1
NP_081172,Q9DB40,Med27 Crsp8,Med27
NP_080108,Q9DBB4,Naa16 Narg1l Nat2,Naa16
NP_083067,Q9DBC3,Cmtr1 Ftsjd2 Kiaa0082,Cmtr1
NP_079586,Q9DBE9,Ftsj3,Ftsj3
NP_075907,Q9DBJ1,Pgam1,Pgam1
NP_079923,Q9DBP5,Cmpk1 Cmk Cmpk Uck Umk Umpk,Cmpk1
NP_083367,Q9DBS5,Klc4 Knsl8,Klc4
NP_077144,Q9DBU3,Riok3,Riok3
NP_082935,Q9DBZ5,Eif3k Eif3s12,Eif3k
NP_075361,Q9DCH6,Zfand6 Awp1 Za20d3,Zfand6
NP_080215,Q9DCL9,Paics,Paics
NP_084063,Q9DCN2,Cyb5r3 Dia1,Cyb5r3
NP_077185,Q9DCT8,Crip2 Crp2 Hlp,Crip2
NP_149064,Q9DCV7,Krt7 Krt2-7,Krt7
NP_082138,Q9DCX2,Atp5pd Atp5h,Atp5pd
NP_065631,Q9EPC1,Parva Actp MNCb-0301,Parva
NP_665703,Q9EPJ9,Arfgap1 Arf1gap,Arfgap1
NP_001107612,Q9EPQ8,Tcf20 Spbp,Tcf20
NP_001157645,Q9EPU4,Cpsf1 Cpsf160,Cpsf1
NP_598803,Q9EQ20,Aldh6a1,Aldh6a1
NP_075373,Q9EQH3,Vps35 Mem3,Vps35
NP_076360,Q9EQU5,Set,Set
NP_001186156,Q9ER64,Osbpl5 Obph1 Osbp2,Osbpl5
NP_075370,Q9ER88,Dap3 Mrps29,Dap3
NP_061253,Q9ERA6,Tfip11 Stip Tip39,Tfip11
NP_001159629,Q9ERE2,Krt81 Krt2-19,Krt81
NP_076054,Q9ERK4,Cse1l Xpo2,Cse1l
NP_291043,Q9ESC8,Aff4 Alf4,Aff4
NP_001258654,Q9ESN6,Trim2 Kiaa0517 Narf,Trim2
NP_570959,Q9EST5,Anp32b Pal31,Anp32b
NP_065254,Q9ESU6,Brd4 Mcap,Brd4
NP_001074215,Q9ESZ8,Gtf2i Bap135 Diws1t,Gtf2i
NP_573461,Q9ET01,Pygl,Pygl
NP_067541,Q9ET78,Jph2 Jp2,Jph2
NP_071941,Q9GZN1,ACTR6 CDA12,ACTR6
NP_065118,Q9GZR2,REXO4 PMC2 XPMC2H,REXO4
NP_065147,Q9GZR7,DDX24,DDX24
NP_071334,Q9GZT9,EGLN1 C1orf12 PNAS-118 PNAS-137,EGLN1
NP_006201,Q9GZU2,PEG3 KIAA0287 ZSCAN24,PEG3
NP_079222,Q9GZU8,PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10,PSME3IP1
NP_065123,Q9GZV4,EIF5A2,EIF5A2
NP_079422,Q9GZZ1,NAA50 MAK3 NAT13 NAT5,NAA50
NP_112586,Q9H082,RAB33B,RAB33B
NP_078938,Q9H0A0,NAT10 ALP KIAA1709,NAT10
NP_073733,Q9H0B6,KLC2,KLC2
NP_112581,Q9H0C2,SLC25A31 AAC4 ANT4 SFEC,SLC25A31
NP_110395,Q9H0C8,ILKAP,ILKAP
NP_631938,Q9H0E9,BRD8 SMAP SMAP2,BRD8
NP_115527,Q9H0N5,PCBD2 DCOH2 DCOHM,PCBD2
NP_115500,Q9H0R4,HDHD2,HDHD2
NP_110422,Q9H169,STMN4,STMN4
NP_073568,Q9H1E3,NUCKS1 NUCKS JC7,NUCKS1
NP_079481,Q9H204,MED28 EG1 FKSG20,MED28
NP_110415,Q9H295,DCSTAMP TM7SF4,DCSTAMP
NP_112576,Q9H299,SH3BGRL3 P1725,SH3BGRL3
NP_079485,Q9H2F5,EPC1,EPC1
NP_056154,Q9H2P0,ADNP ADNP1 KIAA0784,ADNP
NP_789845,Q9H2U2,PPA2 HSPC124,PPA2
NP_061141,Q9H3U1,UNC45A SMAP1,UNC45A
NP_789782,Q9H444,CHMP4B C20orf178 SHAX1,CHMP4B
NP_064601,Q9H4A4,RNPEP APB,RNPEP
NP_036288,Q9H4G0,EPB41L1 KIAA0338,EPB41L1
NP_071738,Q9H4G4,GLIPR2 C9orf19 GAPR1,GLIPR2
NP_006786,Q9H4M9,EHD1 PAST PAST1 CDABP0131,EHD1
NP_071378,Q9H4Z2,ZNF335,ZNF335
NP_079092,Q9H5N1,RABEP2 RABPT5B,RABEP2
NP_077003,Q9H6F5,CCDC86 CYCLON,CCDC86
NP_078880,Q9H6T3,RPAP3,RPAP3
NP_015561,Q9H6Z4,RANBP3,RANBP3
NP_079345,Q9H7S9,ZNF703 ZEPPO1 ZPO1,ZNF703
NP_060440,Q9H7Z3,NRDE2 C14orf102,NRDE2
NP_115553,Q9H814,PHAX RNUXA,PHAX
NP_073617,Q9H871,RMND5A,RMND5A
NP_065397,Q9H8E8,KAT14 CSRP2BP,KAT14
NP_073616,Q9H8H2,DDX31,DDX31
NP_079423,Q9H8M1,COQ10B,COQ10B
NP_076413,Q9H8M2,BRD9 UNQ3040/PRO9856,BRD9
NP_653171,Q9H910,JPT2 C16orf34 HN1L L11,JPT2
NP_078849,Q9H993,ARMT1 C6orf211,ARMT1
NP_060292,Q9H9L4,KANSL2 C12orf41 NSL2,KANSL2
NP_079341,Q9H9Y2,RPF1 BXDC5,RPF1
NP_078940,Q9HAB8,PPCS COAB,PPCS
NP_073593,Q9HAF1,MEAF6 C1orf149 CENP-28 EAF6,MEAF6
NP_079472,Q9HAV7,GRPEL1 GREPEL1,GRPEL1
NP_067653,Q9HB07,MYG1 C12orf10,MYG1
NP_536349,Q9HB58,SP110,SP110
NP_055227,Q9HB71,CACYBP S100A6BP SIP PNAS-107,CACYBP
NP_068741,Q9HB96,FANCE FACE,FANCE
NP_055677,Q9HBZ2,ARNT2 BHLHE1 KIAA0307,ARNT2
NP_061936,Q9HC35,EML4 C2orf2 EMAPL4,EML4
NP_060616,Q9HC36,MRM3 RNMTL1 HC90,MRM3
NP_057164,Q9HC38,GLOD4 C17orf25 CGI-150 My027,GLOD4
NP_071415,Q9HCC0,MCCC2 MCCB,MCCC2
NP_942596,Q9HCG1,ZNF160 KIAA1611,ZNF160
NP_065994,Q9HCG8,CWC22 KIAA1604 NCM,CWC22
NP_065969,Q9HCL2,GPAM GPAT1 KIAA1560,GPAM
NP_071331,Q9HCP0,CSNK1G1,CSNK1G1
NP_065142,Q9HD33,MRPL47 NCM1 CGI-204,MRPL47
NP_062800,Q9JHI5,Ivd,Ivd
NP_062369,Q9JHT5,Ammecr1,Ammecr1
NP_084514,Q9JHU4,Dync1h1 Dhc1 Dnch1 Dnchc1 Dyhc,Dync1h1
NP_075664,Q9JHW2,Nit2 D16Ertd502e,Nit2
NP_075667,Q9JI44,Dmap1 Mmtr,Dmap1
NP_203534,Q9JIF7,Copb1 Copb,Copb1
NP_001116077,Q9JII5,Dazap1,Dazap1
NP_075679,Q9JIX8,Acin1 Acinus,Acin1
NP_075698,Q9JJ78,Pbk Topk,Pbk
NP_075861,Q9JJI8,Rpl38,Rpl38
NP_064373,Q9JJU8,Sh3bgrl,Sh3bgrl
NP_062283,Q9JJV2,Pfn2,Pfn2
NP_059075,Q9JJZ2,Tuba8,Tuba8
NP_062298,Q9JK38,Gnpnat1 Gna1,Gnpnat1
NP_057932,Q9JKB1,Uchl3,Uchl3
NP_059100,Q9JKF7,Mrpl39,Mrpl39
NP_444298,Q9JKP8,Chrac1,Chrac1
NP_062790,Q9JKX4,Aatf Che1 Trb,Aatf
NP_058614,Q9JKX6,Nudt5,Nudt5
NP_057926,Q9JLI6,Scly Scl,Scly
NP_062808,Q9JLQ2,Git2,Git2
NP_038739,Q9JLT4,Txnrd2 Trxr2,Txnrd2
NP_057925,Q9JLV5,Cul3,Cul3
NP_057918,Q9JLZ3,Auh,Auh
NP_653092,Q9JM93,Arl6ip4,Arl6ip4
NP_067397,Q9JMC3,Dnaja4,Dnaja4
NP_062300,Q9JMC8,Epb41l4b Ehm2 Epb4.1l4b Lulu2,Epb41l4b
NP_001123641,Q9JMD0,Znf207 Bugz Zep Zfp207,Znf207
NP_064374,Q9JMD3,Stard10 Pctpl Sdccag28 Sdccagg28,Stard10
NP_067494,Q9JMG1,Edf1,Edf1
NP_001035988,Q9JMH6,Txnrd1 Trxr1,Txnrd1
NP_006431,Q9NNW7,TXNRD2 KIAA1652 TRXR2,TXNRD2
NP_055385,Q9NP61,ARFGAP3 ARFGAP1,ARFGAP3
NP_061973,Q9NPF5,DMAP1 KIAA1425,DMAP1
NP_060943,Q9NPJ3,ACOT13 THEM2 HT012 PNAS-27,ACOT13
NP_054885,Q9NPJ6,MED4 ARC36 DRIP36 VDRIP HSPC126,MED4
NP_056103,Q9NQC1,JADE2 KIAA0239 PHF15,JADE2
NP_067038,Q9NQG5,RPRD1B C20orf77 CREPT,RPRD1B
NP_002614,Q9NQP4,PFDN4 PFD4,PFDN4
NP_064587,Q9NQR4,NIT2 CUA002,NIT2
NP_061155,Q9NQW6,ANLN,ANLN
NP_065116,Q9NQW7,XPNPEP1 XPNPEPL XPNPEPL1,XPNPEP1
NP_001070020,Q9NR19,ACSS2 ACAS2,ACSS2
NP_004719,Q9NR30,DDX21,DDX21
NP_060959,Q9NR48,ASH1L KIAA1420 KMT2H,ASH1L
NP_057726,Q9NRC6,SPTBN5 BSPECV HUBSPECV HUSPECV,SPTBN5
NP_059140,Q9NRG0,CHRAC1 CHRAC15,CHRAC1
NP_037367,Q9NRR4,DROSHA RN3 RNASE3L RNASEN,DROSHA
NP_149034,Q9NSB2,KRT84 KRTHB4,KRT84
NP_060530,Q9NSE4,IARS2,IARS2
NP_958931,Q9NSK0,KLC4 KNSL8,KLC4
NP_055847,Q9NTI5,PDS5B APRIN AS3 KIAA0979,PDS5B
NP_037473,Q9NTK5,OLA1 GTPBP9 PRO2455 PTD004,OLA1
NP_060667,Q9NTW7,ZFP64 ZNF338,ZFP64
NP_001132982,Q9NTX5,ECHDC1,ECHDC1
NP_006038,Q9NTZ6,RBM12 KIAA0765 HRIHFB2091,RBM12
NP_115890,Q9NUB1,ACSS1 ACAS2L KIAA1846,ACSS1
NP_060828,Q9NUQ8,ABCF3,ABCF3
NP_060802,Q9NUU7,DDX19A DDX19L,DDX19A
NP_060740,Q9NV56,MRGBP C20orf20,MRGBP
NP_060731,Q9NV70,EXOC1 SEC3 SEC3L1 BM-012,EXOC1
NP_060720,Q9NV88,INTS9 RC74,INTS9
NP_060713,Q9NVA2,SEPTIN11 SEPT11,SEPTIN11
NP_004259,Q9NVC6,MED17 ARC77 CRSP6 DRIP77 DRIP80 TRAP80,MED17
NP_060692,Q9NVD7,PARVA MXRA2,PARVA
NP_060666,Q9NVH6,TMLHE TMLH,TMLHE
NP_006764,Q9NVP1,DDX18 cPERP-D,DDX18
NP_060585,Q9NVU7,SDAD1 NUC130,SDAD1
NP_060517,Q9NW64,RBM22 ZC3H16 199G4,RBM22
NP_060504,Q9NW82,WDR70,WDR70
NP_060474,Q9NWC5,TMEM45A DERP7 DNAPTP4,TMEM45A
NP_996994,Q9NWF9,RNF216 TRIAD3 UBCE7IP1 ZIN,RNF216
NP_079031,Q9NWH9,SLTM MET,SLTM
NP_060379,Q9NWS8,RMND1 C6orf96,RMND1
NP_060376,Q9NWT1,PAK1IP1 PIP1 WDR84,PAK1IP1
NP_060342,Q9NWX6,THG1L ICF45,THG1L
NP_060337,Q9NWY4,HPF1 C4orf27,HPF1
NP_060308,Q9NX24,NHP2 NOLA2 HSPC286,NHP2
NP_057484,Q9NX55,HYPK C15orf63 HSPC136,HYPK
NP_060280,Q9NX65,ZSCAN32 ZNF434 HCCS5,ZSCAN32
NP_060218,Q9NXE8,CWC25 CCDC49,CWC25
NP_061944,Q9NXR8,ING3 HSPC301,ING3
NP_777567,Q9NY27,PPP4R2 SBBI57,PPP4R2
NP_036270,Q9NY61,AATF CHE1 DED HSPC277,AATF
NP_061816,Q9NY65,TUBA8 TUBAL2,TUBA8
NP_055554,Q9NYF8,BCLAF1 BTF KIAA0164,BCLAF1
NP_542984,Q9NYK5,MRPL39 C21orf92 MRPL5 RPML5 MSTP003 PRED22,MRPL39
NP_612510,Q9NZ01,TECR GPSN2 SC2,TECR
NP_060934,Q9NZ45,CISD1 C10orf70 ZCD1 MDS029,CISD1
NP_937825,Q9NZI5,GRHL1 LBP32 MGR TFCP2L2,GRHL1
NP_055415,Q9NZN3,EHD3 EHD2 PAST3,EHD3
NP_059118,Q9NZT1,CALML5 CLSP,CALML5
NP_055398,Q9NZU5,LMCD1,LMCD1
NP_057494,Q9NZZ3,CHMP5 C9orf83 SNF7DC2 CGI-34 HSPC177 PNAS-114 PNAS-2,CHMP5
NP_054893,Q9P016,THYN1 THY28 HSPC144 MDS012 My0054,THYN1
NP_054890,Q9P021,CRIPT HSPC139,CRIPT
NP_003565,Q9P0L0,VAPA VAP33,VAPA
NP_061932,Q9P0U1,TOMM7 TOM7 TOMM07 AD-014,TOMM7
NP_001095124,Q9P0U4,CXXC1 CFP1 CGBP PCCX1 PHF18,CXXC1
NP_653311,Q9P0V9,SEPTIN10 SEPT10,SEPTIN10
NP_006330,Q9P0W2,HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R,HMG20B
NP_067066,Q9P1F3,ABRACL C6orf115 HSPC280 PRO2013,ABRACL
NP_065952,Q9P1Y6,PHRF1 KIAA1542,PHRF1
NP_065928,Q9P225,DNAH2 DNAHC2 DNHD3 KIAA1503,DNAH2
NP_061185,Q9P258,RCC2 KIAA1470 TD60,RCC2
NP_004578,Q9P2E9,RRBP1 KIAA1398,RRBP1
NP_001129695,Q9P2K3,RCOR3 KIAA1343,RCOR3
NP_001013725,Q9P2K8,EIF2AK4 GCN2 KIAA1338,EIF2AK4
NP_061862,Q9P2N5,RBM27 KIAA1311,RBM27
NP_065810,Q9P2P6,STARD9 KIAA1300,STARD9
NP_001244928,Q9P2R3,ANKFY1 ANKHZN KIAA1255,ANKFY1
NP_003841,Q9P2R7,SUCLA2,SUCLA2
NP_060909,Q9P2X3,IMPACT,IMPACT
NP_444338,Q9QUH0,Glrx Glrx1 Grx Grx1,Glrx
NP_036098,Q9QUM9,Psma6,Psma6
NP_075860,Q9QUR7,Pin1,Pin1
NP_033352,Q9QVN7,Tcea2,Tcea2
NP_034793,Q9QWL7,Krt17 Krt1-17,Krt17
NP_849211,Q9QX47,Son Nrebp,Son
